"X"	"latitude"	"longitude"	"returned.address"	"zipcode"	"neighborhood"	"borough"
"621"	621	40.77813	-73.96069	"1075-1087 Madison Ave, New York, NY 10028, USA"	"10028"	"Upper East Side"	"Manhattan"
"622"	622	40.76472	-73.96222	"201-279 E 65th St, New York, NY 10065, USA"	"10065"	"Upper East Side"	"Manhattan"
"623"	623	40.68199	-73.99079	"426-438 Degraw St, Brooklyn, NY 11217, USA"	"11217"	"Northwest Brooklyn"	"Brooklyn"
"624"	624	40.71882	-73.99596	"217 Grand St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"625"	625	40.72132	-74.01006	"390-406 Greenwich St, New York, NY 10013, USA"	"10013"	"Greenwich Village and Soho"	"Manhattan"
"626"	626	40.79025	-73.97718	"304 W 88th St, New York, NY 10024, USA"	"10024"	"Upper West Side"	"Manhattan"
"627"	700	40.71625	-74.03346	"100-198 Exchange Pl, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
"628"	701	40.71773	-74.04385	"274-280 Grove St, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
"629"	702	40.71849	-74.04773	"454-470 Jersey Ave, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
"630"	703	40.71946	-74.04294	"97-99 Christopher Columbus Dr, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
"631"	704	40.72366	-74.06419	"12-54 Baldwin Ave, Jersey City, NJ 07304, USA"	"07304"	"Hudson"	"New Jersey"
"632"	705	40.72163	-74.04997	"241-253 Christopher Columbus Dr, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
"633"	706	40.72874	-74.03211	"2 Newport Pkwy, Jersey City, NJ 07310, USA"	"07310"	"Hudson"	"New Jersey"
"634"	707	40.71415	-74.03355	"Sussex St, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
"635"	708	40.71277	-74.03649	"1 Greene St, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
"636"	709	40.74872	-74.04044	"13-27 Congress St, Jersey City, NJ 07307, USA"	"07307"	"Hudson"	"New Jersey"
"637"	710	40.71482	-74.04298	"Gull's Cove Condominiums, 201 Marin Blvd, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
"638"	711	40.71242	-74.03853	"101-125 Dudley St, Jersey City, NJ 07302, USA"	"07302"	"Hudson"	"New Jersey"
